0 , 0
1 , 0
2 , 0
3 , 1
4 , 0
5 , 0
6 , 0
7 , 0
8 , 0
9 , 0
10 , 0
11 , 0
12 , 0
13 , 0
14 , 0
15 , 0
16 , 0
17 , 1
18 , 2
19 , 4
20 , 11
21 , 21
22 , 66
23 , 100
24 , 268
25 , 408
26 , 1033
27 , 1414
28 , 2293
29 , 3960
30 , 11825
