0 , 0
1 , 2
2 , 11
3 , 34
4 , 77
5 , 153
6 , 261
7 , 421
8 , 632
9 , 935
10 , 1268
11 , 1642
12 , 2118
13 , 2830
14 , 3415
15 , 3885
